Image Name,Weight,Leaf Count,Leaf Area Covered
1_1.jpg,0.0597,9,6403.0
1_1.jpg,0.0597,9,6502.058406619942
1_1.jpg,0.06336845800701507,9,6502.058406619942
1_1.jpg,0.0597,8,6403.0
1_1.jpg,0.0597,8,6507.595333307988
1_1.jpg,0.06340728264417445,8,6507.595333307988
1_1.jpg,0.0597,10,6403.0
1_1.jpg,0.0597,10,6314.06792532516
1_1.jpg,0.058751021654765874,10,6314.06792532516
1_1.jpg,0.0597,8,6403.0
1_1.jpg,0.0597,8,5780.234113416708
1_1.jpg,0.06023777932154967,8,5780.234113416708
1_1.jpg,0.0597,9,6403.0
1_1.jpg,0.0597,9,6598.068949621086
1_1.jpg,0.05593028978386682,9,6598.068949621086
1_1.jpg,0.0597,8,6403.0
1_1.jpg,0.0597,8,5780.482408439168
1_1.jpg,0.05964033372851205,8,5780.482408439168
1_1.jpg,0.0597,8,6403.0
1_1.jpg,0.0597,8,6075.689904461321
1_1.jpg,0.059563901708590564,8,6075.689904461321
1_1.jpg,0.0597,10,6403.0
1_1.jpg,0.0597,10,6520.945256013228
1_1.jpg,0.06508460253767978,10,6520.945256013228
1_1.jpg,0.0597,10,6403.0
1_1.jpg,0.0597,10,6780.145295495267
1_1.jpg,0.06308225389164936,10,6780.145295495267
1_2.jpg,0.0419,10,13968.5
1_2.jpg,0.0419,10,15066.810335300717
1_2.jpg,0.04546313020416002,10,15066.810335300717
1_2.jpg,0.0419,12,13968.5
1_2.jpg,0.0419,12,14734.7991655714
1_2.jpg,0.04047696031655245,12,14734.7991655714
1_2.jpg,0.0419,12,13968.5
1_2.jpg,0.0419,12,15008.201585382456
1_2.jpg,0.04048767032908587,12,15008.201585382456
1_2.jpg,0.0419,12,13968.5
1_2.jpg,0.0419,12,14849.849253478122
1_2.jpg,0.0434844990485433,12,14849.849253478122
1_2.jpg,0.0419,12,13968.5
1_2.jpg,0.0419,12,14545.617514845735
1_2.jpg,0.04583407008950632,12,14545.617514845735
1_2.jpg,0.0419,11,13968.5
1_2.jpg,0.0419,11,13014.736561647802
1_2.jpg,0.0392148132553464,11,13014.736561647802
1_2.jpg,0.0419,11,13968.5
1_2.jpg,0.0419,11,14328.094413600773
1_2.jpg,0.04148908730038609,11,14328.094413600773
1_2.jpg,0.0419,10,13968.5
1_2.jpg,0.0419,10,14043.829477514899
1_2.jpg,0.04306363629591936,10,14043.829477514899
1_2.jpg,0.0419,11,13968.5
1_2.jpg,0.0419,11,13845.513466278391
1_2.jpg,0.04449108439340721,11,13845.513466278391
1_3.jpg,0.07,7,4442.5
1_3.jpg,0.07,7,4522.841746978592
1_3.jpg,0.0755175693912706,7,4522.841746978592
1_3.jpg,0.07,6,4442.5
1_3.jpg,0.07,6,4829.379616104872
